25	-	2	Freddie enters again with armfuls of nappies and baby stuff –he drops it on the floor and scrambles around. He then moves over towards the babies.
26	10	2	Got anything in there for his brain development?
27	8	2	I think it’s called sleep!
28	10	2	Thank you so much for all these –it’s so kind of you. Ted and Anna are going to be quite the little geniuses with all this around them!
29	-	2	The babies start crying –Freddie turns around nervously. Lucy and Matilda both go to attend to the babies.
30	-	3	Bill is left alone with Ted for the first time in his crib. Ted is crying. Bill is flustered. Projected onto the black curtain is 10 weeks
31	9	3	Now, C’mon Ted. I know you’re not hungry and you can’t possibly need another nappy after what we have just managed to clear up together. The room’s the right temperature and according to your mum’s list I have done everything at the right time and in the right order. So why aren’t you asleep little man? Let’s show mum we can do this –‘dad looking after you for the first time on his own’–thing. “Go out for the evening dear, Ted and I will have a lads night –it’ll be a breeze!
32	-	3	He pulls the mobile cord –lullaby music plays
33	9	3	C’mon Teddy –what do you want to talk about? What’s going on with you?
34	-	3	Picking up blue bear and putting it over the crib –he puts on a silly voice for the bear.
35	9	3	HehTeddy –we have the same name! You can call me bear though. Blue Bear!  I’m really tired –I think I might just go to sleep beside you!
36	-	3	Putting the blue bear downbeside him –crying continues
37	9	3	Nope –ok Ted –we’ll stay up and chat for a bit longer then.
38	-	3	He reaches for the next toy he can lay his hands on
39	9	3	Oh look a pirate ship! Ted look at this. Think of all the adventures we could have on this Teddy –well if you don’t mind your old man coming along that is. It’d be great being on this ship. Once upon a time there was a spectacularly brave and adventurous young pirate called Pirate Ted. He was tall and strong with brown curly hair that was wild and out of control –just like him! He had a scar below his This is a READING COPY of PLAY OF THE WEEK ’CreaTed’ downloaded by Adrienne Ferguson.You can secure the rights to perform this play from www.treepress.org. 9left ear that none of the other pirates know how he got it –although they suspected it had something to do with one-eyed Jo, who had recently stolen Ted’s ship and left him stranded. Ted and his gang of bravepirate adventures were determined to recover their faithful vessel and return to the high seas to protect all oceans and coastlines from the tyrant Jo.
40	-	3	His story is interrupted with a text message bleep that he reads from his wife.
41	9	3	Is Ted asleep? Well I have to say he is! Goodnight Pirate Ted –have great dreams.
42	-	3	He leaves blowing a‘breeze’ into the pirate ship.
43	-	4	Lucy and Matilda are sitting at the table. Ted and Anna are underneath, pretending to hide. Their bare feet are poking out of the side of the table. Projected onto the black curtain is 2 ½ Years.
44	8	4	I just don’t know where Ted and Anna have gone? Do you?
45	10	4	No! Oh dear – we can’t have lost them?
46	8	4	Well we had better look for them. Are they behind the door?
47	10	4	Are they in the fridge? Or in the cooker? Maybe they are munching biscuits in the biscuit tin?
48	8	4	Oh dear – I would be so sad if they were lost forever
49	10	4	Do you think they have been captured by pirates and tied up in a secret dungeon?
50	8	4	Oh no – you could be right – let me get my shoes on so we can go and rescue them – I think I have left hem under....here! (lifts up table cloth to find giggling Ted and Anna) Oh there you are – thank goodness you haven’t been captured by pirates!
51	10	4	Are you both quite safe down there? (replying to Ted and Anna question)Well, that would be lovely thankyou! (taking hold of a pretend cup and saucer and drinking). Hmmm...how delicious.
52	8	4	And for me too-thank you! What a perfect cup of tea! Sorry....cup of pirate tea! And what is in your special brew of pirate tea?
53	10	4	Wow- snail, ladybirds and toothpaste! What a great idea! Yes – I’d love some cake too! Hmmm....how perfectly cooked.
54	8	4	Can I have some cake?
55	2	4	Cake - did someone say there was cake?(Seeing both women crouching on the floor with their heads under the table)What on earth are you doing?
56	-	5	Ted and Ann are playing in their bedroom. They are both hiding in a moving house box. The audience can’t see them! From offstage Bill calls out to them. Projected onto the black curtain is 3 ½ years.
57	9	5	 (offstage)Ted! Anna has to go home now!
58	1	5	(from inside boxes)Oh no – they’re coming to get us!
59	3	5	They won’t find us! Keep digging – we've almost found all the treasure
60	1	5	Good idea! Yes –I’ve found it!
61	-	5	Ted reveals his blue bear teddy from out of the box
62	3	5	Me too!
63	-	5	Anna throws her teddy in the air too triumphantly Parents call them from offstage
64	2	5	Anna darling –come and get your shoes on –it’s time to go home!
65	3	5	Quick quick –let’s get on the boat!
66	-	5	Anna and Ted lift theirheadsout of the box
67	1	5	Yeah –watch out for the sharks though. Bring the treasure!
68	-	5	They both scramble form the boxes onto the bed careful not to touch the ground
69	3	5	Good –now we’re on level 2 adventure. We can keep the treasure safe
70	9	5	Ted!
71	2	5	Anna!
72	1	5	Quick! Let’s get out to sea before they reach us!
73	2	5	I’m going to count to 5 Anna and then I’m coming up to get you!
74	1	5	C’mon!
75	2	5	5...
76	3	5	Put up the sail!
77	2	5	4...
78	1	5	Make sure you hide the treasure!
79	2	5	3...
80	3	5	Are all the crew with us?
81	2	5	2....
82	1	5	Get your swords and shields ready!
83	2	5	1... Anna! Ted!
84	3	5	Anchor’s up!
85	1	5	Let’s go!!!!
86	-	6	6Ted’s imagination ignites. The stage is lit as the ‘Daring Duvet’-an imaginative pirate ship full of Ted and his friends. The ‘imaginative cast appear as the boxesand the ‘real world’ fade into darkness
87	15	6	Shipmates –everyone to battle stations!
88	16	6	We’re being invaded!
89	-	6	There is a hive of activity as pirates enter creating the ‘pirate ship’ all going to their role on the ship
90	15	6	5!
91	29,30,31,32,33,34,35,36,37	6	Climbing the rigging Captain!
92	16	6	4!
93	29,30,31,32,33,34,35,36,37	6	Manning the watch tower Captain!
94	15	6	3!
95	29,30,31,32,33,34,35,36,37	6	Main sails raised Captain!
96	15	6	2!
97	29,30,31,32,33,34,35,36,38	6	Canons loaded and ready Captain!
98	15,16	6	1!
99	29,30,31,32,33,34,35,36,39	6	Sailing on course Captain!
100	16	6	We’re safely on our way Captain Ted!
101	29,30,31,32,33,34,35,36,40	6	Hoorah!
102	15	6	Loyal shipmates –we wantto thank you for your bravery and quick thinking. We never know when the enemy are going to strike and yet you have shown your loyalty in protecting not only our magnificent vessel, ‘The Daring Duvet’, but you should all be commended for protecting  our greatest treasures. It is thanks to you that all ourmost precious possessions are secures.
103	-	6	Ted holds up some of his teddies from the treasure chest
104	29,30,31,32,33,34,35,36,41	6	Hoorah!
105	16	6	And now that we are safely at sea and away from any danger –it must be time for....SNACK!
106	29,30,31,32,33,34,35,36,42	6	Hoorah!
107	16	6	Water and fruit slices for everyone!
108	-	6	There is a disgruntled silence from everyone
109	16	6	I’m only joking –I wouldn’t do that to you –we’re having full sugar Ribena and giant chocolate buttons!
110	29,30,31,32,33,34,35,36,43	6	Hoorah!
111	15	6	And toffee covered popcorn just like at the cinema!
112	23	6	And fizzy Haribo and strawberry laces!
113	21	6	An entire selection box that I can eat all in one go!
114	22	6	And really smelly crisps that leave greasy stains on my fingers –and everything else I touch!
115	29	6	And noodles!
116	30	6	And pizzas!
117	31	6	And chips!
118	32	6	And ice-cream!
119	33	6	And pick and mix
120	34	6	And milkshakes!
121	35	6	And toffees
122	36	6	and chocolate!
123	37	6	And BUBBLE GUM!
124	-	6	They all frantically swap and share their snack boxes –eating and drinking and scoffing with delight.
125	15	6	There is an endless supply for faithful crew mates –and the very best part of all –you don’t have to leave any for later and no-one has to wash their hands or brush their teeth!
126	29,30,31,32,33,34,35,36,44	6	Hoorah!!
127	23	6	Where are we sailing for captain?
128	21	6	A desert island full of tropical swimming pools?
129	22	6	With mud slides and monkey ropes that can you can swing through the trees and crash in to the surf!
130	29	6	A rainforest full of tigers and unicorns!
131	30	6	And elephants that give you rides .... And can be our pets!
132	31	6	And monkeys that will help build our treehouse village...
133	32	6	Or a mountain covered in fresh snowy powder...
134	33	6	With magic skies that make you faster than a racing car!
135	34	6	And huskies who helpus build igloos and ice fortresses.
136	35	6	An underground empire full of secret tunnels and...dinosaurs
137	36	6	And popstars and marshmallow beds and bubbles!
138	37	6	Or into space in a rocket made from chocolate that takes us to the planet where all toys are invented and everything is freeeeeeeeeee!
139	16	6	Shipmates –we will go to these places one at a time and have the most wonderful adventures in all. We’ll let the ‘randomitor’decide which direction we will head first
140	-	6	She starts to spin around and around and dizzily points in a direction!
141	16	6	...This way!
142	-	6	All pirates head over to peer at what adventures lie in the direction she has pointed, except for JJ who has been spinning uncontrollably and goes in a dizzy stagger to the wrong side
143	23	6	This way –to the land of midnight feasts and sticky fingers, and mud baths and trees to climb and pools to swim, where no-one will tell us when to go to bed and where there will be absolutely no GROWN-UPS!
144	29,30,31,32,33,34,35,36,45	6	No grown upssssssssssssss!!! No grown upssssssssssssss!!! No grown upssssssssssssss!!!
145	-	6	JJcan see the enemy approaching –all of the other pirates are chantingand they don’t hear him shout!
146	21	6	GROWN UPS!! GROWN UPS!! GROWN UPS!!
147	-	6	The GUPS clamber onto the shipand JJ manages to scamper across to the other side and get the attention of the pirate adventurers.
148	38	6	We claim this ship you pathetic children!
149	39	6	You are all a complete disgrace!
150	40	6	We are going to bring some order and rules to this dishevelled ship.
151	15	6	Yeah –who’s rules?
152	41	6	Grown up rules! Adult rules!
153	16	6	And who made up these rules?
154	42	6	Why –one-eyed Jo of course –the most grown-up of them all!
155	22	6	So where is Jo then?
156	43	6	Doing what all grown-ups do of course –she’sdrinking coffee!
157	44	6	You wouldn’t want her to come without having a whole cup. Coffee keeps her calm.
158	45	6	She told us to come aboard and see just how much there was to do done
159	23	6	Nothing needs to be done!
160	-	6	A coffee mug emerges over the edge of the ship –Jo has arrived!
161	24	6	Well, that is where you are wrong. But of course you will all be used to being wrong –won’t you, because, you are all children. Young,inexperienced, pointless children. Children are always wrong. You see a child doesn’t know anything...important. They don’t know how things work. They don’t have any clue about anything, or can even make decisions. Hang on -I’m sure you don’t know what thatword even means!!
162	16	6	We know what it means –and we make them all the time!
163	46	6	Yes –but they’re wrong! And that is why you need us, to tell you what to do!
164	15	6	Who says you know best. If you want this ship –you’re going to have to take it from us!
165	24	6	But dear, silly, silly child. Let me explain something to you. We already have.
166	15	6	Well, we’re just going to have to take it back then aren’t we!
167	24	6	Stupidity likethat is exactly the reason why we look down on you so much little Teddy bear. We look down on you, your ship and all your silly little crew. We look down and we feel sorry for you, we laugh at you, we pity you.
168	15	6	You see the problem with grown-ups is that you are so busy looking down that you never take the time to look up and see all the wonderful things that are happening above. You really should try and view the world from a different place –it looks –amazing!
169	-	6	A net falls on top of the adult pirates. They are trapped!
170	16	6	And now it’s time to hear the charges against you! You are charged....
171	29	6	For making us eat vegetables
172	30	6	For making us wash behind our ears.
173	31	6	For stopping our games when we’re not ready
174	32	6	For making us put on our coats!
175	33	6	For making us go to bed in the summer when it’s still light outside!
176	34	6	For sending our friends home!
177	35	6	For making us tidy up!
178	36	6	For making us put on our shoes!
179	37	6	For looking down on us!
180	16	6	And now prepare yourselves Grown Ups to pay the ultimate penalty. All crew-mates have made a decision that you should all walk onto the NAUGHTY STEP!
181	38,39,40,41,42,43	6	No!!!!!!!!!!!
182	-	7	They class walk into the ‘classroom’ behind their teacher Mr Henderson.Projected onto the back wall is 5 Years.
183	11	7	Now well done all of you  -that was some excellent lining up. You lot look like you’ve been at school for much longer than 2 weeks. You’re old pros!
184	4	7	What’s an old pro?
185	11	7	A ‘pro’ is short for professional.
186	7	7	What’s a po-face-in-nail?
187	11	7	A p.r.o.f.e.s.s.i.o.n.a.l. is a person that is very good atsomething and they get paid to do whatever they are brilliant at.
188	5	7	Does that mean that we get paid to come to school then?
189	11	7	Em –no....
190	6	7	Why do we come to school?
191	11	7	Well, you come to school so you can learn.
192	1	7	Did we not learn anything before we came to school?
193	11	7	Well yes –you learnt a huge amount, like, walking, talking, eating, playing, drawing and being friendly –so many other things too.
194	3	7	How did we learn them without being at school?
195	11	7	You just did them without thinking?
196	7	7	How?
197	11	7	Because that is how you’re created?
198	48	7	What’s crea-ted?
199	11	7	It means how you were made?
200	49	7	How were we made?
201	11	7	Well –that is something we can learn at school, but not today
202	50	7	Why?
203	11	7	Because todaywe have to draw some picturesto decorate our lovely classroom and we are going to be writing a story about what we want to be when we grow up!
204	51	7	How old are you when you are a grown up?
205	11	7	Well that depends on the person.
206	52	7	Can you be a grown-down?
207	11	7	Um, no –most people think they are a grown up when they leave school, so, when they’re 16 or 18.
208	53	7	When you have finished how to be taught how to learn?
209	54	7	Grown-ups don’t need any more learning dothey?
210	55	7	I can’t wait to be a grown-up!
211	11	7	What do you want to be?
212	56	7	Do I need to be different?
213	11	7	Imean, what do you want your job to be? What will you draw in your picture?
214	56	7	I’m going to be God.
215	11	7	Wow –but....how are you going to draw that -nobody knows what God looks like?
216	56	7	Well they soon will when they look at my picture!
217	11	7	I hope everyone else knows what they’re going to draw –whatever it is that you want to do with your time when you have left school –I know we have just started school but it’s always good to see what we are aiming towards!
218	-	7	The children start scribbling frantically. They do not hesitate when creating their masterpieces!
219	11	7	Well –that is lovely Ted –you look very colourful.
220	1	7	Well, everything is always very colourful on the ‘DaringDuvet
221	11	7	The what?
222	1	7	The ‘Daring Duvet’ -that’s the name of my ship. And that’s Sonny and JJ and Ellie, and that’s all the rest of the crew keeping watch from One-Eyed Jo.
223	11	7	Oh dear –I hope One-Eyed Jo doesn’t attack the ‘DaringDuvet’ often
224	1	7	Well –she tries to, but we always manage to come up with a plan to make her go away.
225	11	7	What do you think shewants with your ship? Treasure.
226	1	7	Maybe -but most of all she wants to be in charge –she thinks that’s her job, because she’s a grown up.
227	11	7	And is this yourpet that’s standing beside you?
228	1	7	No, that’s Anna  -she’s the captain too and she always comes up with great plans! That is my pet there.
229	11	7	Your parrot?
230	1	7	No  -dragon. And that’s blue bear.
231	11	7	Of course. And how are the rest of you getting on? These pictures are looking tremendous! It looks like we’re all nearly finished. Why don’t you hold them up and tell everyone who you are going to be when you grow up! We already know that Ted is going to be a pirate. Katie?
232	48	7	A nice-cream man or a dinner lady so I can have as much ice-cream as I like!
233	49	7	A ballet dancer!
234	50	7	A footballer and a superhero
235	51	7	A deep-sea diver!
236	52	7	A lorry driver or Santa.
237	53	7	You can’t be Santa because Santa is Santa
238	52	7	Yeah, but,he might need me to be Santa too one day when he gets old and can’t fly. That happened to my grandpa
239	53	7	A secret spy with a spy kit and special spy gun and spy goggles for spying.
240	54	7	A teacher so I can colour in and draw pictures all day.
241	55	7	A pilot of super fast red planes.
242	11	7	Sophie –we know you are God, so that leaves you lot. Kit?
243	4	7	A brave knight who’s brilliant at fighting and digging holes and swimming
244	5	7	A fireman who drives the trucks and climbs ladders and he can fly.
245	6	7	An astronaut on the moon in my rocket eating sandwiches.
246	7	7	An air hostess with a bright dress and ribbons and my school bag.
247	11	7	And you Anna –are you going to be pirate too!
248	1	7	Of course she is.
249	3	7	Yes –I’m a pirate –and this is my sword and bear.
250	11	7	You look very colourful too with pink shoes.
251	3	7	Yes –these are my ballet shoes.
252	1	7	Ballet shoes?
253	3	7	Yeah
254	1	7	Eh –ok!
255	11	7	Well –what a wonderful bunch of professionals you will all be. Imagine what it would be like if you were all together in one room! My goodness! Now, off we go –time for play time -more lining up –let’s go! Follow me.
256	-	8	Imaginative Ted is alone on the ‘Daring Duvet’. He is playing hide and seek
257	15	8	1..2..3..4..5 –coming ready or not!
258	-	8	Ted starts to search the ship like James Bond. He sees JJ’s foot poking out and approached him
259	15	8	JJ! Found you!
260	21	8	Oh, I always get found first Ted!  I was hiding really small!
261	15	8	JJ –I was just lucky.  –Why don’t you join me on my mission to find the others  -go up to the top of the ship and I’ll search round here
262	21	8	Yes captain!
263	15	8	Now, where are the others? Ah-ha!
264	-	8	Ted uses his sword to poke into another hiding place –it is met by Kit’s sword. Kit emerges dressed as a knight –they have a play fight. Kit eventually trips up
265	15	8	And so –Kit my brave and knightly friend–welcome to my ship!
266	17	8	Thanks Pirate Ted –it’s terrific! Mind if I have a look around. I’ve brought my swimming stuff too so might take a dip
267	15	8	Go for it –I’ll keep looking for stowaways!How about in....here!
268	-	8	Laura emerges dressed as an astronaut
269	19	8	Great to have made it to this Pirate Planet Ted! Mind if I explore so I can report back to mission control
270	15	8	Yes of course –you complete your mission and I’ll complete mine. Now –where will I look –under...here!
271	-	8	Sophie emerges dressed as an astronaut.
272	20	8	I’ve had such a comfortable journey. I was slightly concerned that something may fall out of the overhead lockers on arrival
273	-	8	Sophie finds Fin hiding who is a fireman.
274	18	8	Ne no ne o ne no ne no! Hi –let me just check that there are no potential fire risks on board.
275	20	8	Well, I can tell you that the emergency exits are here and here. Don’t forget that your nearest exit could be behind you.
276	18	8	I’m going to investigate to see if anyone is trapped
277	20	8	In the case of emergency put this life jacket over your head and Inflate pulling the red toggle. If the life jacket fails to inflate blow into this tube.There is a light and a whistle to attract attention
278	18	8	I’m going to check the fire exits. Ne no ne no ne no ne no ne no ne no.
279	20	8	I’m going to check out the on deck entertainment.
280	15	8	Now, all thatis left is to find Anna –she always finds the best hiding places. Is everyone else found?
281	23	8	Everyone except Zandie captain!
282	15	8	I wonder if they’re together. Let’s all split up until they are discovered. We might have to raise to level 2 adventures to find them.
283	17,18,19,20,21	8	Ai Ai Captain!
284	-	8	They all search around ship. Explorer music playing leading into ballet music. Zandie and Anna dance put of the hiding places.
285	15	8	Anna –I’m so glad we found you –now we are all together as we set sail. I didn’t know you could dance Anna?
286	16	8	Yeah I can, but I think it will make me a better pirate to twirl away from Joand the other grown up pirates
287	-	8	She begins to show her dance moves –the otherstry to copy herbut many stumble awkwardly
288	17	8	Grown up pirates? Who is this Jo you speak. Should I fetch my lance –we will joist! En guard!
289	16	8	Jo and the grown upsdo not stand a chance against us.
290	18	8	What makes them so terrible?
291	16	8	So many things. They try and stop us from leading our lives the way we are supposed to. They want to stop all joy, and all and that makes us who we are. They live a life full of rules and order. They don’t ever have any fun!
292	19	8	How did they end up like that?
293	16	8	Nobody really knows. They can’t have been born that way. It’s a mystery.Jo always wants to know all the answers to everything, straight away –but she doesn’t ever take any time to explore to figure things out.
294	20	8	So, what do we do?
295	16	8	We feel sorry for them –and we swearnever to be like them. On this ship we always make sure we exploreand have adventures–that’s the secret. So –it’s my turn to hunt you all pirates and friends. It’s your turn to hide. I’m going to close myeyes and count. Off you go! 5,4,3.....
296	-	9	Ted and all primary classmates all enter and sit on chairs. A school bell goes. Projected on black curtain is 7 years
297	12	9	5,4,3,2,1! Ok Everyone should be sitting down with their pencils and ‘1 Love Words’books for our spelling test.
298	5	9	I don’t know why she calls it the ‘I Love Words’ book –I like saying words –that’s no problem,but I do not love having to write them down.
299	3	9	Have you practised?
300	5	9	With words?
301	6	9	Spelling the words?
302	5	9	I practised.....
303	-	9	Miss Barnard speaks in a dull uncreative tone when doing the spelling test
304	12	9	OK everyone! Sharp pencils. Sitting up straight. Please write down the first word which is IDEA –It’s good to have ideas. IDEA. Next word, CREATE –at school we learn how to create. CREATE. The next two words are related to create and they are CREATIVE  -we are a very creative. CREATIVE. The last word is CREATED –the boy created a good story. CREATED. Everyone got those written down. Now for your bonus word everyone. Listen carefully.The word is IMAGINATION. It is important to use your imagination. IMAGINATION. Now –I wonder if anyone can use it in a sentence?
305	-	9	Ted shoots his hand enthusiastically in the air
306	12	9	Ted –that was quick! Have you thought of a way to use imagination?
307	1	9	Oh yes!
308	12	9	Away you go!
309	1	9	The courageous pirates lined up on the robust and faithful vessel prepared to protect their, treasure, ship and souls as they embarked on a new adventure to discover sights and lands yet unseen!
310	12	9	Well done Ted, -what a sentence –full of big words.... But -you haven’t really used imagination in your sentence have you?
311	1	9	Oh.....um.....sorry. I..um....no.
312	12	9	Well does anyone else have any ideas?
313	4	9	Ideas yes –ideas yes...I do!
314	12	9	Oh good Kit...Let’s hear Kit tell us how to use idea.
315	4	9	The brave and gallant knight found a special magic potion to pour on his lance and shield so that he can slay all fire breathing dragons without any of his weapons melting!
316	12	9	Well –that’s very interesting Kit, but, I didn’t hear you use idea in that sentence. Did you? Perhaps I missed it..
317	4	9	Oh...no... I didn’t. I just said,you know......my idea.
318	12	9	Doesn’t matter –perhaps I wasn’t clear. Let’s have a go with the other 3 words shall we?  Create, Creative or Created...any ideas at how we can use them properly in a sentence?
319	6	9	The class are disheartened and have lost all creativity in their answers
320	6	9	I am creative?
321	12	9	Good! Yes –perfect. Anyone else want to have a go?
322	7	9	Sometimes people create things?
323	12	9	Excellent Sophie! Last one anyone? Created?
324	3	9	We are all created to create creative ideas and use our imagination.
325	12	9	Anna –how wonderful! You have used all 5 words! I’m going to give you a special sticker –very well done. Quite brilliant! Now let’s hand these books in so I can mark them please!
326	1	9	I never get a special sticker.
327	3	9	I thought your story was brilliant –and your idea Kit. Let’s have a level 3 adventure at playtime and we can use the magic potion on the ship.
328	1	9	When’s playtime?
329	4	9	Ages away.....
330	6	9	Yeah –but it says on the board that once we have done spelling –its time for Art –before playtime. I love art!
331	12	9	Now  -let’s pass around the sketch books please everyone.I have a bowl of apples here and what I would like you to do is see if you can draw them from where you are sitting. They will look different depending on the way you look at them. Explore their colours, angles, the way they bend and shine in the light. From where you are sitting they may not even look like apples. Draw what you see everyone. Look carefully.
332	-	9	Everyone starts to look at the apples and sketch. Ted is looking at the apples and as he does this, the pirate adventurers appearbehind him and start to play with the apples. They throw them around the ship, juggling,playing catch, and having a wonderful time. Ted starts to draw applesflyingall over his page excitedly
333	12	9	Ted, Ted –wait  -you’re supposed to be drawing the apples. They’re not flying around Ted –they’re in the bowl.
334	-	9	All pirate adventures freeze holding their apples.
335	12	9	Look. Let’s rub those out and draw what you see in front of you. You really must listen Ted. Now come on start again please. How about I start for you and then you carry on. Now pick up your pencil –have a good look. No –rub that part out.
336	-	9	The pirate adventurers all drop their apples and fall to the ground. The lights darken, the whole class become puppets –moving slowly and sinisterly in unison to music as they draw the perfect apple in the air. Jo appears and stands behind ‘real’ Ted as if controlling him with strings. A bell rings and the bright classroom lights return.
337	12	9	Now -well done everyone. Special stickers for everyone!
338	-	9	The class remain as puppets and flop over as if their strings have been cut.
339	-	10	Jo is on the ship drinking coffee. Ted, Anna, Kit, Laura, Finand Sophieare all standing on the opposite side of the ship.
340	15	10	You haven’t won you know
341	16	10	Yeah –we’re not going to go anywhere
342	24	10	Go anywhere? I wouldn’t dream of you going anywhere. You’re not going to leave but you are going to change. Grow.
343	19	10	What do you mean?
344	24	10	You’ll start to see things....clearer. Less chaotic. Less wild. More ordered. Structured. Mature.
345	17	10	What’s the point of that?
346	24	10	Because then you’ll be able to focus. Make things happen
347	20	10	Things happen just now!
348	24	10	But –its all frivolous, pointless. None of it leads anywhere
349	18	10	You’re wrong about all of it –you’re wrong
350	24	10	We’ll see. And do you know the best part–the beauty of all of this is –I’m not going to have to do anything. Except....wait
351	15	10	You’re wrong
352	24	10	I’m waiting
353	16	10	You’re wrong!!
354	-	11	Kit, Anna, Sophie, Fin, Laura, Ted set up on a camping trip. They have back-packs and gear to spend the night outside.Projected on the black curtain is 11 years.
355	4	11	OK –so I have brought everything we will need. Torches, matches, walkie-talkies, sleeping bag, balaclavas, comics, camera, survival guide, nets and a strainer.
356	6	11	What do you need the strainer for?
357	4	11	For crushing the bugs!
358	6	11	Ahhhhh!
359	4	11	I figure when it gets dark –we could put the torch on and then wait for all the bugs to come and dance around it. Then we pounce on them with the nets and then squeeze them through the strainer.
360	7	11	Why on earth would we do that?
361	4	11	Well –it says here that in order to survive and avoid starvation and dehydration we have to enter ‘nature’s supermarket’. Bugs contain water...and water is the most important ingredient of our body.
362	1	11	Wicked! We could mash the bugs all up and call it ‘Bug-Ade’...
363	6	11	I thought this was supposed to be a birthday party! What happened to sausage rolls and ice-cream. Nobody said anything about drinking bug-ade!!
364	3	11	Don’t worry –I think my and Ted’s mum have got the food sorted
365	7	11	This has definitely been your best joint birthday party yet guys. Camping out all night –brilliant idea.
366	6	11	Have you guys always had joint parties?
367	3	11	Yeah –but I think this is the first one in a tent –and not pirate themed!
368	-	11	Ted emerges from tent with a pirate bandana. The boys have drawn camouflage stripes on their faces
369	3	11	Well –almost not pirate themed!
370	7	11	It is going to be safe though isn’t it –you know –out here all night?
371	3	11	Of course –its only Ted’s back garden. There’s nothing scary here –believe me. I’ve been in every single corner of it –and dug most of it up either burying or searching for treasure. You’re perfectly safe.  Oh –unless Daisy still lives behind the woodshed.
372	7	11	Daisy?
373	3	11	Yeah –Ted’s pet dragon  -we made a den for her and everything. She had magic powers, so she’s probably invisible just now anyway!!
374	4	11	Shhh! Did you hear that?
375	6	11	No –what? I didn’t hear anything. What do you mean?
376	5	11	Yeah –I heard something –over there. Something cracked.
377	6	11	What do you think it is –seriously.
378	4	11	Probably a wild cat, like a puma or a black panther –it says in here that they inhabit the countryside and do all their hunting in early evening, particularly near their favourite drink, which is bug-ade!!
379	3	11	Maybe it’s Daisy waking up and stretching before her night flying.
380	6	11	Oh-my word  -I think I can see something on fire –look –over there –there is definitely something flickering. Ah –it’s getting closer!
381	7	11	I wish it was a pirate party now –at least we’d have swords to fight whatever it is off!
382	1	11	Ok everyone –follow me –crouch down –and stay low. When the creature approaches –we’re going to let it go past us and then we’ll see what we’re dealing with and then scare it away
383	-	11	They crouch down. The parents arrive holding a birthday cake with lit candles. The children roar and the parents drop the cake!
384	1,3,4,5,6,7	11	Ahhhhhhhhhhhhhhhhhhhhhhhhh!!
385	2	11	What on earth are you doing! We were trying to bring you a surprise birthday cake!
386	10	11	It’s a pirate cake. Sorry I should have said, it WASa pirate cake. With 11candles that looked like canons!
387	1	11	Sorry –we thought you were a black panther...
388	6	11	Or a dragon?
389	5	11	Or after our bug-ade!!
390	9	11	Bug-ade?
391	1	11	Yes –would you like some
392	-	11	Ted offers the parents an imaginary cup as he did when he was younger. They react completely differently.
393	8	11	Oh Ted don’t be silly. Why don’t you help me clear this cake up.
394	9	11	Oh don’t worry about cleaning. They’re outside. It won’t do any harm
